"ToyDescription","BrandId","SalesPrice","PurchasePrice","VendorName","VendorId"
"DohVinci Style Your Season Gift Tag Refill Kit",71722,4.99,3.42,"Hasbro",24967
"THE AMAZING SPIDER-MAN THE LIZARD Figure",982,14.99,10.23,"Hasbro",24967
"B-Daman Crossfire BD-14 Lightning Scorpio Figure",98430,3.98,2.71,"Hasbro",24967
"Nerf Zombie Strike Strikeblade Toy",24787,14.99,10.56,"Hasbro",24967
"New Furby Boom (Waves)",78398,64.99,43.98,"Hasbro",24967
"Marvel Ultimate Spider-Man Web Warriors Classic Spider-Man Basic Figure",46052,9.99,7.12,"Hasbro",24967
"Marvel Mighty Battlers Arc Strike Iron Man Figure",62469,14.99,10.16,"Hasbro",24967
"MONOPOLY Brand Electronic Banking Edition",31934,44.99,30.83,"Hasbro",24967
"Star Wars Yoda Ultimate FX Lightsaber Toy",8022,201.1,134.98,"Hasbro",24967
"Littlest Pet Shop Pet Pawsabilities Rocco Ramsbottom & Chet Colley",29445,7.99,5.44,"Hasbro",24967
"Transformers Prime Beast Hunters Bumblebee Battle Mask",92536,79.99,53.48,"Hasbro",24967
"Beyblade Shogun Steel BeyBattle Tops SS-27 Gladiator Bahamoote SP230GF Top",13811,10.99,7.54,"Hasbro",24967
"Roll Out Optimus Hoodie",27696,8.03,5.51,"Hasbro",24967
"Spider-Man Mass Attack Doc Ock",90818,23.98,16.63,"Hasbro",24967
"MARVEL Universe Series 3 ASTONISHING WOLVERINE Figure",17045,24.98,16.78,"Hasbro",24967
"G.I. JOE THE RISE OF COBRA - M.A.R.S. TROOPERS",75532,12.99,9.05,"Hasbro",24967
"Kre-O Transformers Beast Hunters Mech Venom Strike Set",99137,7.99,5.39,"Hasbro",24967
"Star Wars Saga Legends Clone Commander Gree Figure",73116,8.99,6.19,"Hasbro",24967
"MARVEL THE AVENGERS Comic Series Battle Hammer THOR Figure",13047,8.95,6.24,"Hasbro",24967
"PLAY-DOH SESAME STREET Color Mixer",47577,29.99,20.15,"Hasbro",24967
"My Little Pony Cutie Mark Magic Water Cuties Lily Blossom Figure",21623,11.99,8.47,"Hasbro",24967
"Beywheelz Electro Raging Molten Fireblaze Battler",44342,16.99,11.7,"Hasbro",24967
"Transformers Battle Masters Decepticons Figure & Controller",58088,16.99,11.53,"Hasbro",24967
"TRANSFORMERS DARK OF THE MOON CYBERVERSE Commander Class AUTOBOT GUZZLE",89140,27.9,19.12,"Hasbro",24967
"Playskool Heroes Transformers Rescue Bots Optimus Prime and T-rex Figure Pack",48634,72.6,51.07,"Hasbro",24967
"PLAYSKOOL SESAME STREET Big Bird Camera",67009,19.99,13.7,"Hasbro",24967
"TONKA CHUCK AND FRIENDS DIGGER THE DOZER",25591,14.99,10.03,"Hasbro",24967
"CONNECT 4 Fun on the Run Game",59168,17.95,12.39,"Hasbro",24967
"MARVEL UNIVERSE SERIES 4 BEAST Figure",99174,51.99,36.29,"Hasbro",24967
"Transformers Construct-Bots Scout Class Ironhide Buildable Action Figure",23121,10.99,7.73,"Hasbro",24967
"Tonka Chuck & Friends R/C Spinnin' Chuck Vehicle",41046,26.99,18.14,"Hasbro",24967
"STAR WARS Jedi Force PLAYSKOOL HEROES DARTH VADER & STORMTROOPER",58323,92.5,66.04,"Hasbro",24967
"STAR WARS Jedi Force PLAYSKOOL HEROES Darth Vader's TIE FIGHTER with STORMTROOPER Figure",66272,92.5,65.41,"Hasbro",24967
"Star Wars Mission Series Figure Set (Wicket W. Warrick and Biker Scout)",27588,10.99,7.62,"Hasbro",24967
"Marvel Iron Man 3 Assemblers Exosphere Iron Man Figure",26174,25.06,17.63,"Hasbro",24967
"BEYBLADE EXTREME TOP SYSTEM STEALTH BATTLERS X-207 HERCULEO DEFENDER Top",9110,14.99,10.31,"Hasbro",24967
"Star Wars The Clone Wars Aurra Sing",74457,12.89,8.75,"Hasbro",24967
"THE AMAZING SPIDER-MAN WEB BATTLERS Slash Attack LIZARD Figure",88130,19.99,13.33,"Hasbro",24967
"Kre-O Transformers Custom Kreon Bumblebee Set",8459,79.97,56.89,"Hasbro",24967
"DohVinci Style Your Season Gift Tag Refill Kit",44492,4.99,3.38,"Hasbro",24967
"STAR WARS TITANIUM SERIES Die-Cast Vehicle Pack (Episode I)",88916,27.99,19.21,"Hasbro",24967
"Transformers Age of Extinction Construct-Bots Dinobot Warriors Lockdown and Hangnail Dino Buildable Action Figures",66655,21.99,15.69,"Hasbro",24967
"TRANSFORMERS GENERATIONS FALL OF CYBERTRON Deluxe Class ONSLAUGHT Figure",64985,14.99,10.46,"Hasbro",24967
"STAR WARS FIGHTER PODS REPUBLIC GUNSHIP PACK",10416,69.99,49.01,"Hasbro",24967
"Beyblade Shogun Steel BeyBattle Tops SS-08 Pirate Orochi 145D Top",35629,10.99,7.33,"Hasbro",24967
"Transformers Prime Beast Hunters Apex Hunter Armor Suit with Breakdown Figure",7544,21.99,15.37,"Hasbro",24967
"Transformers Age of Extinction Snarl Power Attacker",2885,14.99,10.33,"Hasbro",24967
"STAR WARS ANAKIN SKYWALKER PODRACER Vehicle",45324,39.99,26.85,"Hasbro",24967
"Ultimate Spider-Man Sinister Six Spidey Sense Mask",48393,19.99,13.85,"Hasbro",24967
"Marvel Universe Colossus",11795,14.97,10.55,"Hasbro",24967
"Star Wars Return of the Jedi Rebel Commando",37600,24.95,17.39,"Hasbro",24967
"MARVEL THE AVENGERS MINI MUGGS NICK FURY Figure",90231,0.4,0.28,"Hasbro",24967
"TRANSFORMERS DARK OF THE MOON MECHTECH HUMAN ALLIANCE Sergeant Chaos and ICEPICK",16894,11.99,8.17,"Hasbro",24967
"Star Wars Mission Series Tantive IV Pack",55946,10.99,7.53,"Hasbro",24967
"Playskool Showcam Gray",67645,299.99,210.05,"Hasbro",24967
"Hero Mashers Transformers Robots in Disguise Sideswipe Figure",37830,10.99,7.57,"Hasbro",24967
"Star Wars The Force Awaken Micro Machines First Order Star Destroyer RC Vehicle",59844,9.99,6.69,"Hasbro",24967
"Marvel Ultimate Spider-Man Rapid-Fire Web-Blast Spider-Man",90354,37.99,26.38,"Hasbro",24967
"Littlest Pet Shop Pet Pawsabilities Pancakes Watkins & Kip Cantu",94946,7.99,5.38,"Hasbro",24967
"Star Wars Attack of the Clones Senate Guard",59528,175,120.93,"Hasbro",24967
"Marvel Universe Spider-Man Figure",38762,16.99,11.54,"Hasbro",24967
"Marvel Avengers Assemble Tornado Blade Iron Man Figure",69855,10.99,7.51,"Hasbro",24967
"Star Wars Obi-Wan Kenobi 12-inch Figure",83105,12.99,8.76,"Hasbro",24967
"STAR WARS The Vintage Collection SANDTROOPER Figure",28489,14.99,10.59,"Hasbro",24967
"Playskool Sesame Street Cookie Monster Hugs Forever Friends Figure",22331,12.99,9.19,"Hasbro",24967
"STAR WARS The Vintage Collection REBEL FLEET TROOPER Figure",90632,12.99,9.15,"Hasbro",24967
"Spider-Man Arctic Attack Spider-Man",37808,14.95,10.65,"Hasbro",24967
"NERF DART TAG VISION GEAR (Orange)",54662,9.99,7.02,"Hasbro",24967
"Playskool Heroes Star Wars Galactic Heroes Hans Solo and Chewbacca",18166,19.99,13.59,"Hasbro",24967
"PLAYSKOOL POPPIN' PARK LEARN 'N POP LION Toy",12642,22.99,15.42,"Hasbro",24967
"FURBY (Blue/Yellow)",26675,59.99,40.3,"Hasbro",24967
"G.I. Joe Retaliation Snake Eyes Figure",42363,10.99,7.79,"Hasbro",24967
"BEYBLADE BEYWHEELZ W-09 VENOM BITE SERPENT",47596,13.99,9.54,"Hasbro",24967
"BEYBLADE HYPERBLADES DIABLO NEMESIS X:D Battle Top",20730,9.6,6.85,"Hasbro",24967
"B-Daman Crossfire BD-02 Lightning Fin Figure",33015,10.99,7.63,"Hasbro",24967
"Star Wars The Black Series Jabba's Skiff Guard Figure",5013,14.99,10.48,"Hasbro",24967
"Marvel Universe Marvel Knights Figure",6405,29.91,20.53,"Hasbro",24967
"PLAY-DOH DIGGIN' RIGS 2-Pack (Asphalt and Sand)",13856,19.99,13.9,"Hasbro",24967
"My Little Pony Pop Lyra Heartstrings Starter Kit",6027,7.99,5.68,"Hasbro",24967
"TRANSFORMERS PRIME ROBOTS IN DISGUISE Deluxe Class Series 1 ARCEE Figure",64325,44.99,30.4,"Hasbro",24967
"Star Wars The Clone Wars BARC Speeder Bike with Obi-Wan Kenobi",6819,40.38,27.46,"Hasbro",24967
"Littlest Pet Shop Surprise Families Mini Pet Pack Kitties",47451,17.87,12.24,"Hasbro",24967
"Marvel Ultimate Spider-Man Web Warriors Ultimate Spider-Man Basic Figure",22745,9.99,6.73,"Hasbro",24967
"Play-Doh Animal Activities Mini Bucket",60744,19.99,13.44,"Hasbro",24967
"TRANSFORMERS PRIME ROBOTS IN DISGUISE Deluxe Class Series 1 WHEELJACK Figure",95172,44.99,30.58,"Hasbro",24967
"MARVEL Universe Series 4 MARVEL'S NOVA Figure",76699,10.7,7.25,"Hasbro",24967
"BEYBLADE METAL FURY BB-109 BEAT LYNX AD145WD Top",98222,11.99,8.06,"Hasbro",24967
"Spider-Man - Power Armor Doc Ock",26336,12.28,8.51,"Hasbro",24967
"Playskool Heroes Transformers Rescue Bots Heatwave the Fire-Bot and Cody Burns Figure Pack",14601,22.99,16.32,"Hasbro",24967
"Ultimate Spider-Man vs. The Sinister Six: Agent Venom with Symbiote Cycle",48734,14.99,10.39,"Hasbro",24967
"NERF DART TAG SHARP SHOT",57996,12.5,8.37,"Hasbro",24967
"Transformers Generations Combiner Wars Deluxe Class Decepticon Offroad Figure",1234,18.99,12.68,"Hasbro",24967
"TONKA REAL RUGGED FRONT LOADER",19842,12.99,8.7,"Hasbro",24967
"NERF N-STRIKE Clip System Refill 16-Pack",98719,4.99,3.43,"Hasbro",24967
"Star Wars The Clone Wars AT-AP (All Terrain Attack Pod)",57217,280,186.82,"Hasbro",24967
"Marvel Mighty Battlers Gamma Slam Hulk Figure",92745,14.99,10.65,"Hasbro",24967
"Star Wars Saga Legends Snowtrooper Figure",90088,8.99,6.05,"Hasbro",24967
"KRE-O Transformers Age of Extinction Custom KREON Optimus Prime Set",84909,69.99,48.76,"Hasbro",24967
"Beyblade Metal Fusion Flame Sagittario",16824,7,4.88,"Hasbro",24967
"BEYBLADE METAL MASTERS BB-97 ULTIMATE A ULTIMATE GRAVITY DESTROYER ATTACK 130F Top",91621,12.99,8.69,"Hasbro",24967
"KRE-O Transformers Age of Extinction Dinobot Charge Set",17527,10.99,7.43,"Hasbro",24967
"BONKAZONKS MARVEL SPIDER-MAN HEADQUARTERS",69692,21.99,15.11,"Hasbro",24967
"Star Wars Saga Legends Darth Maul Figure",60155,6.43,4.42,"Hasbro",24967
"KRE-O Transformers Robots in Disguise Underbite Jetpack Takedown Set",7452,50.46,35.17,"Hasbro",24967
"Littlest Pet Shop Pet Pawsabilities Terrence Konga & Purl McSweeney",36469,7.99,5.36,"Hasbro",24967
"Star Wars The Clone Wars Rocket Battle Droid",37730,15.99,11.03,"Hasbro",24967
"Marvel Ultimate Spider-Man Power Webs Turbo Cruiser Vehicle",93487,12.99,9.08,"Hasbro",24967
"Marvel Universe Spider-Man",65522,39.41,27.06,"Hasbro",24967
"STAR WARS THE CLONE WARS CLONE COMMANDER Colt",32109,80,56.15,"Hasbro",24967
"NERF N-STRIKE Ammo Box with 100 STREAMLINE DARTS",93724,104.95,74.62,"Hasbro",24967
"Transformers Bot Shots Optimus Prime Launcher",38256,10.99,7.65,"Hasbro",24967
"Nerf Zombie Strike Crossfire Bow Toy",25987,19.99,13.48,"Hasbro",24967
"MARVEL Universe Series 4 MARVEL'S PATRIOT Figure",19310,8.35,5.67,"Hasbro",24967
"G.I. JOE FOOTLOCKER",32738,165,110.23,"Hasbro",24967
"Star Wars Asajj Ventress Force FX Lightsaber Collectible",85358,99.99,67.44,"Hasbro",24967
"Play-Doh Disney Princess Belle's Blooming Castle",53006,15.09,10.3,"Hasbro",24967
"Marvel Avengers Infinite Series Omega Red Figure",90222,14.99,10.31,"Hasbro",24967
"Star Wars Episode VI Luke Skywalker",78089,127.12,87.61,"Hasbro",24967
"Elefun & Friends Bingo Game",49024,20.95,14.24,"Hasbro",24967
"BEYBLADE EXTREME TOP SYSTEM STEALTH BATTLERS KERBECS BLADE BLAST Top",1040,119.99,84.36,"Hasbro",24967
"MARVEL Universe Build a Figure Collection TERRAX! Series MARVEL LEGENDS X-MEN'S HOPE SUMMERS Figure",50153,49.99,34.97,"Hasbro",24967
"STAR WARS TITANIUM SERIES Die-Cast Vehicle Pack (Episode I)",54791,27.99,19.53,"Hasbro",24967
"MARVEL THE AVENGERS Comic Series IRON MAN Divebomb Mission Figure",45731,19.99,14.17,"Hasbro",24967
"Transformers Construct-Bots Elite Class Decepticon Dragstrip Buildable Action Figure",66476,16.99,11.39,"Hasbro",24967
"Littlest Pet Shop Get the Pets Single Pack Owen Otterson",84884,6.99,4.83,"Hasbro",24967
"Beyblade Metal Fury Wing Pegasus 90WF Battle Top",7660,11.99,8.09,"Hasbro",24967
"Star Wars The Clone Wars Quinlan Vos",62993,24.96,17.52,"Hasbro",24967
"Furreal Friends Dress Me Babies Fancy Kitty Pet",3904,18.99,13.2,"Hasbro",24967
"MARVEL THE AVENGERS MINI MUGGS HULK Figure",25446,2.75,1.85,"Hasbro",24967
"TRANSFORMERS Remote-Controlled OPTIMUS PRIME",62067,22.99,16.08,"Hasbro",24967
"Monopoly House Rules Edition",70481,39.99,27.49,"Hasbro",24967
"BeyRaiderz Chamber Challenge Stunt Set",23383,16.99,11.47,"Hasbro",24967
"BEYBLADE METAL MASTERS PERFORMANCE TOP SYSTEM CYBER AQUARIO Top",72821,19.18,13.46,"Hasbro",24967
"Star Wars The Clone Wars Battle Packs: ARC Troopers",65324,24.99,17.49,"Hasbro",24967
"MARVEL THE AVENGERS MINI MUGGS NICK FURY Figure",64880,0.4,0.27,"Hasbro",24967
"STAR WARS THE CLONE WARS ANAKIN SKYWALKER ULTIMATE FX LIGHTSABER",51131,147.85,100.9,"Hasbro",24967
"Star Wars The Empire Strikes Back Han Solo (Echo Base Outfit)",36914,28.89,20.54,"Hasbro",24967
"Star Wars The Empire Strikes Back 4-LOM",95134,99.99,70.4,"Hasbro",24967
"Marvel Super Hero Squad: Spider-Man and Vulture",71390,10,6.71,"Hasbro",24967
"BEYBLADE METAL MASTERS BEYBLADER GEAR WIND & SHOOT LAUNCHER",86492,24.99,17.32,"Hasbro",24967
"MARVEL THE AVENGERS MINI MUGGS CAPTAIN AMERICA and RED SKULL Figures",42394,5.49,3.81,"Hasbro",24967
"Marvel Avengers Age of Ultron Iron Man Mark 45 and Sub Ultron 010",22919,8.99,6.05,"Hasbro",24967
"Star Wars The Clone Wars Naboo Star Skiff with Anakin Skywalker",44246,16.99,11.78,"Hasbro",24967
"MARVEL Universe Series 3 ICEMAN Figure",24237,4.09,2.87,"Hasbro",24967
"Disney Princess Little Kingdom Classic Cinderella",32492,4.99,3.36,"Hasbro",24967
"Marvel Amazing Spider-Man 2 Spider Strike Slash Gauntlet Spider-Man Figure",11886,10.99,7.79,"Hasbro",24967
"Beyblade Metal Fusion Legend Hyper Aquario",66012,11.99,8.12,"Hasbro",24967
"Star Wars The Legacy Collection -- Beru Whitesun",52469,34.95,24.65,"Hasbro",24967
"Marvel The Amazing Spider-Man 2 Marvel Legends Infinite Series Skyline Sirens Figure",12657,39.99,27.07,"Hasbro",24967
"FURREAL FRIENDS SNUGGIMALS Walkin' Ponies SHIMMER SKY Pet",18037,17.99,12.1,"Hasbro",24967
"Star Wars The Empire Strikes Back Luke Skywalker (Bespin Fatigues)",65627,43,29.21,"Hasbro",24967
"STAR WARS THE VINTAGE COLLECTION IMPERIAL NAVY COMMANDER Figure",94773,14.99,10.04,"Hasbro",24967
"Beyblade Shogun Steel BeyBattle Tops SS-20 Bandit Golem DF145BS Top",80456,10.99,7.36,"Hasbro",24967
"STAR WARS Battle Packs GEONOSIS Arena Battle Pack",76601,27.99,19,"Hasbro",24967
"FurReal Friends Snuggimals Snug-a-Pug Dog Pet",27820,29.95,21.3,"Hasbro",24967
"Marvel Avengers Gamma Fist Hulk Figure",56878,10.99,7.79,"Hasbro",24967
"Star Wars Saga Legends: Clone Trooper",22518,8.99,6.2,"Hasbro",24967
"Magic The Gathering Gatecrash Intro Pack",26829,14.4,9.9,"Hasbro",24967
"Star Wars The Clone Wars Commando Droid",67960,37.99,26.87,"Hasbro",24967
"Marvel Universe Uncanny X-Men Pack",33823,14.99,10.19,"Hasbro",24967
"MARVEL SPIDER-MAN Web-Winged SPIDER-MAN",3623,10.99,7.47,"Hasbro",24967
"THE AMAZING SPIDER-MAN Comic Series Venom City Strike Set",71507,35,23.99,"Hasbro",24967
"STAR WARS TRANSFORMERS BATTLE DROID to AAT Figure",61245,19.99,13.74,"Hasbro",24967
"BEYWHEELZ W-06A RAMPAGE STOMPER BULL Battler",863,13.99,9.69,"Hasbro",24967
"STAR WARS RETURN OF THE JEDI The Vintage Collection LOGRAY (EWOK Medicine Man) Figure",95778,12.99,8.67,"Hasbro",24967
"Star Wars The Empire Strikes Back (Twin-Pod) Cloud Car Pilot",53332,29.99,20.92,"Hasbro",24967
"Star Wars The Black Series Merumeru the Wookiee Figure",62072,29.99,21.3,"Hasbro",24967
"Pointing Fingers Game",5421,16.99,11.55,"Hasbro",24967
"Transformers Prime Beast Hunters Voyager Class Ultra Magnus",30199,24.99,17.2,"Hasbro",24967
"STAR WARS FORCE TECH DARTH VADER ELECTRONIC LIGHTSABER",57959,9.9,6.73,"Hasbro",24967
"LITE-BRITE SUN 'N NITE BRITE Set - Butterfly",12368,19.99,13.83,"Hasbro",24967
"Star Wars Saga Legends Princess Leia (Endor) Figure",26478,8.99,6.23,"Hasbro",24967
"MARVEL UNIVERSE S.H.I.E.L.D. SUPER HELICARRIER",8961,210,148.48,"Hasbro",24967
"Nerf N-Sports Pro Foam Soccer Ball",55667,6.99,4.94,"Hasbro",24967
"SW E7 FIRST ORDER TRANSPORTER",70320,50,33.85,"Hasbro",24967
"Beyblade Shogun Steel BeyBattle Tops SS-13 Pirate Kraken A230JSB Top",62695,10.99,7.82,"Hasbro",24967
"Littlest Pet Shop Single Pet Puffer Auckland",67130,6.99,4.83,"Hasbro",24967
"TRANSFORMERS RESCUE BOTS PLAYSKOOL HEROES Electronic CHASE THE POLICE-BOT Set",28841,27.25,18.92,"Hasbro",24967
"Transformers Beast Hunters Deluxe Class Smokescreen Figure",80544,16.99,11.51,"Hasbro",24967
"KRE-O Transformers Custom KREON Autobot Hound Set",52069,69.99,47.82,"Hasbro",24967
"STAR WARS SITH Infiltrator Vehicle",28115,24.99,17.23,"Hasbro",24967
"Star Wars Anakin Skywalker Force FX Lightsaber with Removable Blade",79423,149.99,106.86,"Hasbro",24967
"CAPTAIN AMERICA The First Avenger Comic Series: US AGENT",27775,24.69,16.86,"Hasbro",24967
"Hero Mashers Transformers Robots in Disguise Steeljaw Figure",75148,10.99,7.63,"Hasbro",24967
"Star Wars Return of the Jedi Micro Machines Deluxe Vehicle Pack Fall of the Empire",14834,120,83.42,"Hasbro",24967
"Star Wars The Clone Wars Mace Windu",34970,5.99,4.07,"Hasbro",24967
"Star Wars Saga Legends Super Battle Droid Figure",72840,13.99,9.44,"Hasbro",24967
"Marvel Ultimate Spider-Man Power Webs Flip Strike Doc Ock Figure",28259,15,10.71,"Hasbro",24967
"Star Wars The Force Awakens Space Mission Armor First Order TIE Fighter Pilot",20515,49.42,34.05,"Hasbro",24967
"PLAY-DOH Color Sticks Box o'Color Set",15602,8.74,6.18,"Hasbro",24967
"STAR WARS REBEL TROOPER Electronic Blaster",9822,27.99,19.12,"Hasbro",24967
"The Spectacular Spider-Man: Spider Charged - Electro",6092,199.95,134.47,"Hasbro",24967
"Star Wars Return of the Jedi Micro Machines Blind Bag Series 2",10909,30.92,21.19,"Hasbro",24967
"Star Wars Return of the Jedi Micro Machines Blind Bag Series 2",99206,30.92,21.69,"Hasbro",24967
"Marvel Universe Ronin",66435,11.9,8.46,"Hasbro",24967
"TONKA CHUCK & FRIENDS ADVENTURE RIG Playset (Chuck)",62801,26.9,19.08,"Hasbro",24967
"Captain America Marvel Legends Marvel Now! Captain America Figure",99565,86.97,59.69,"Hasbro",24967
"Transformers Hero Mashers Bumblebee & Strafe Mash Pack",67070,32.99,23.02,"Hasbro",24967
"Spider-Man Dive Bomber Green Goblin",83534,20.5,14.39,"Hasbro",24967
"Spider-Man Toxic Blast Venom",87997,29.99,20.23,"Hasbro",24967
"Playskool Fold 'n Roll Trucks Ice Cream Truck",9477,7.99,5.5,"Hasbro",24967
"STAR WARS RETURN OF THE JEDI The Vintage Collection COLONEL CRACKEN Figure (MILLENNIUM FALCON Crew)",89964,12.99,9.09,"Hasbro",24967
"STAR WARS REVENGE OF THE SITH OBI-WAN'S JEDI STARFIGHTER Vehicle",15985,29.99,20.64,"Hasbro",24967
"Kre-O G.I. Joe Dragonfly XH-1 Construction Set",70048,23.97,16.35,"Hasbro",24967
"Transformers Construct-Bots Scout Class Decepticon Breakdown Buildable Action Figure",56620,10.99,7.38,"Hasbro",24967
"Transformers Prime Beast Hunters Deluxe Class Knock Out",21825,49.99,34.38,"Hasbro",24967
"THE AMAZING SPIDER-MAN LIZARD Mask",57419,14.99,10.7,"Hasbro",24967
"Playskool Sesame Street Big Bird Jumbo Plush",11231,89.99,63.17,"Hasbro",24967
"STAR WARS THE PHANTOM MENACE RATTS TYERELL & PIT DROID Figures",335,9.99,6.76,"Hasbro",24967
"BEYBLADE METAL MASTERS COUNTER LEONE",2113,89.99,63.65,"Hasbro",24967
"G.I. JOE RETALIATION COBRA WHEEL BLASTER BIKE Vehicle with FIREFLY Figure",53197,17.99,12.28,"Hasbro",24967
"Marvel Ultimate Spider-Man Power Webs Web Wingsuit Spider-Man Figure",24240,8.95,6.17,"Hasbro",24967
"Playskool Mr. Potato Head Darth Tater Container",72563,49.99,35,"Hasbro",24967
"Transformers Generations Combiner Wars Deluxe Class Dead End Figure",31269,18.99,13.42,"Hasbro",24967
"SPIDER-MAN Stinger Strike SCORPION",32534,199.47,136.57,"Hasbro",24967
"HEXBUG Warriors Transformers Battle Stadium",12089,19.99,13.85,"Hasbro",24967
"Furby Furbling Creature (Orange Stars)",96654,149.95,104.7,"Hasbro",24967
"Marvel Avengers Assemble Voltstrike Iron Man Figure",76531,8.95,6.01,"Hasbro",24967
"Star Wars Jango Fett's Slave I Vehicle",25375,24.99,16.73,"Hasbro",24967
"Marvel Iron Man Marvel Legends Lieutenant Colonel James Rhodes Figure",43672,34.99,23.97,"Hasbro",24967
"Marvel Universe Marvel's Greatest Battles Comic Packs: Wolverine and Captain America",69029,14.99,10.53,"Hasbro",24967
"Marvel The Amazing Spider-Man 2 Web Attack Racer Vehicle",28384,53.99,37.62,"Hasbro",24967
"Star Wars The Clone Wars MagnaGuard Fighter",65917,49.99,34.04,"Hasbro",24967
"Marvel Ultimate Spider-Man Nano Claw Iron Spider-Man Figure",23221,14.99,10.17,"Hasbro",24967
"Marvel Guardians of the Galaxy Galactic Battlers Star-Lord Figure",42625,10.99,7.54,"Hasbro",24967
"Star Wars The Clone Wars Separatist Droid Tri-Fighter",40780,26.99,18.05,"Hasbro",24967
"G.I. JOE RETALIATION KIM ARASHIKAGE Figure",14765,10.99,7.63,"Hasbro",24967
"Littlest Pet Shop Totally Talented 2-Pack (Crab & Octopus)",13058,16.99,11.55,"Hasbro",24967
"STAR WARS THE EMPIRE STRIKES BACK The Vintage Collection HAN SOLO (BESPIN Outfit) Figure",12306,12.99,9.13,"Hasbro",24967
"Spider-Man Ultra Spider Armor Spider-Man",75301,7.14,4.78,"Hasbro",24967
"Playskool Mini Wheel Pals Elefun Vehicle",1947,2.99,2.03,"Hasbro",24967
"Star Wars The Clone Wars Clone Trooper 212th Attack Battalion",72650,34.99,24.83,"Hasbro",24967
"Marvel Ultimate Spider-Man Sand Runner Vehicle",69641,10.99,7.41,"Hasbro",24967
"MARVEL SUPER HERO SQUAD THE AMAZING SPIDER-MAN Battle Against VENOM 3-Pack",5469,59.99,40.21,"Hasbro",24967
"Nerf Rebelle Bliss Blaster",52926,13.51,9.17,"Hasbro",24967
"MARVEL THE AVENGERS Comic Series CAPTAIN AMERICA GOLIATH ASSAULT TANK Vehicle",80727,24.99,16.99,"Hasbro",24967
